BROKERTITLE,TYPE,PRICE,BEDS,BATH,ADDRESS,STATE,LOCALITY,SUBLOCALITY,STREET_NAME
"Brokered by Fillmore Real Estate Fusion Team, INC.",Co-op for sale,800000,2,1,100 Avenue P Apt 1H,"Brooklyn, NY 11204",Kings County,Brooklyn,Gravesend
Brokered by Keller Williams NYC,Co-op for sale,750000,1,1,120 E 36th St Ph B,"New York, NY 10016",New York,New York County,New York
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,1750000,2,2,199 Conover St Unit 2B,"Brooklyn, NY 11231",Kings County,Brooklyn,Red Hook
Brokered by COMPASS,Condo for sale,2750000,2,2,30 Orchard St Ph B,"Manhattan, NY 10002",New York County,New York,Manhattan
Brokered by COMPASS,Condo for sale,698000,1,1,70 W 139th St Apt 8I,"Manhattan, NY 10037",New York County,New York,Manhattan
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,425000,1,1,333 E 66th St Apt 9R,"New York, NY 10065",New York County,New York,Manhattan
Brokered by BHHS New York Properties,Condo for sale,26000000,5,6,24 Leonard St Apt 2,"New York, NY 10013",New York County,New York,Manhattan
NoBroker,Condo for sale,3999999,2,2,527 W 27th St Unit 5S,"New York, NY 10001",New York County,New York,Manhattan
Brokered by Bond New York- Columbus Circle,Condo for sale,2295000,3,3,166 E 63rd St Apt 10C,"New York, NY 10065",New York County,New York,Manhattan
Brokered by RE MAX Elite,Multi-family home for sale,689900,3,4,179 Ada Dr,"Staten Island, NY 10314",New York,Richmond County,Staten Island
Brokered by Native Real Estate - Native Real Estate,House for sale,3850000,4,4,105 Franklin St,"Brooklyn, NY 11222",New York,Kings County,Brooklyn
Brokered by Exp Realty,Co-op for sale,243000,2,1,8 Fordham Hill Oval Apt 12C,"Bronx, NY 10468",Bronx County,The Bronx,Fordham Manor
Brokered by LoHo Realty Inc,Co-op for sale,1995000,4,2,453 Fdr Dr Unit C803-804,"New York City, NY 10002",New York County,New York,Manhattan
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,250000,3,1,5128 30th Ave Apt 5H,"Woodside, NY 11377",Queens County,Queens,Woodside
Brokered by Home Source Realty Inc,House for sale,845000,4,2,202-08 100th Ave,"Hollis, NY 11423",New York,Queens County,Queens
Brokered by Housebiz Realty Inc.,Multi-family home for sale,915000,8,3,2120 Newbold Ave,"Bronx, NY 10462",New York,Bronx County,The Bronx
Brokered by All American Realty Management,Condo for sale,599888,1,1,2962847 33 48th St Unit 4G,"Queens, NY 11104",New York,Queens County,Queens
Brokered by E Realty International Corp,Co-op for sale,325000,2,1,99-30 59 Ave Unit L1,"Corona, NY 11368",Queens County,Queens,Corona
Brokered by Bold Realty Corp,Townhouse for sale,999000,4,2,30 Cedar St,"Brooklyn, NY 11221",New York,Kings County,Brooklyn
Brokered by E Realty International Corp,Condo for sale,688000,3,2,844 50th St Apt 5A,"Brooklyn, NY 11220",Kings County,Brooklyn,Sunset Park
Brokered by COMPASS,House for sale,950000,3,2,133 W 195th St,"Bronx, NY 10468",New York,Bronx County,The Bronx
Brokered by Coldwell Banker American Homes,Co-op for sale,249000,1,1,99-60 63rd Rd Unit 9P,"Rego Park, NY 11374",Queens County,Queens,Rego Park
Brokered by Spire Group Inc.- Main Office,Co-op for sale,465000,1,1,444 E 52nd St Apt 6E,"New York, NY 10022",New York County,New York,Manhattan
Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,2499000,7,8,444 78th St,"Brooklyn, NY 11209",New York,Kings County,Brooklyn
Brokered by E Realty International Corp,Condo for sale,409000,1,1,132-18 Avery Ave Unit 3D,"Flushing, NY 11355",Queens County,Queens,Flushing
Brokered by United Real Estate Fortune,Condo for sale,630000,2,2,142-25 37th Ave Unit 6B,"Flushing, NY 11354",Queens County,Queens,Flushing
Brokered by Bedford Brownstone Realty LLC,Condo for sale,874000,2,2,139 Grove St Apt 4F,"Brooklyn, NY 11221",Kings County,Brooklyn,Bushwick
Brokered by Brown Harris Stevens - 445 Park Avenue,Condo for sale,4995000,4,4,30 E 76th St Unit Ph,"Manhattan, NY 10021",New York,New York County,New York
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,875000,2,2,114 E 90th St Unit 1D,"New York, NY 10128",New York County,New York,Manhattan
Brokered by Brown Harris Stevens,Co-op for sale,975000,2,2,255 W End Ave Apt 7B,"Manhattan, NY 10023",New York County,New York,Manhattan
Brokered by Douglas Elliman  -111 Fifth Ave,Multi-family home for sale,5975000,12,4,24 Fiske Pl,"Brooklyn, NY 11215",New York,Kings County,Brooklyn
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,475000,3,1,626 W 136th St Apt 4,"New York, NY 10031",New York County,New York,Manhattan
"Brokered by Nest Seekers International, Midtown",Co-op for sale,975000,1,1,677 W End Ave Apt 13C,"New York, NY 10025",New York County,New York,Manhattan
Brokered by Ny Superior Realty,House for sale,1548000,9,4,104-14 37th Ave,"Corona, NY 11368",New York,Queens County,Queens
Brokered by Big Team Realty,Co-op for sale,175000,1,1,164-20 Highland Ave Unit 9D,"Jamaica, NY 11432",Queens County,Queens,Jamaica
Brokered by Douglas Elliman - 1995 Broadway,Condo for sale,3000000,1,2,90 Furman St Unit N810,"Brooklyn, NY 11201",Kings County,Brooklyn,Brooklyn Heights
Brokered by Brown Harris Stevens - 445 Park Avenue,Condo for sale,2400000,1,2,15 W 53rd St Unit 14G,"Manhattan, NY 10019",New York County,New York,Manhattan
Brokered by B Square Realty,House for sale,988000,4,4,26-50 211th St,"Bayside, NY 11360",New York,Queens County,Queens
Brokered by EXP Realty,Co-op for sale,299999,1,1,69-09 108th St Unit 312,"Forest Hills, NY 11375",Queens County,Queens,Forest Hills
Brokered by BESMATCH REAL ESTATE,Co-op for sale,120000,2,1,757 E 169th St Apt 2A,"Bronx, NY 10456",Bronx County,The Bronx,Morrisania
Brokered by COMPASS,Condo for sale,1995000,3,2,128 W 26th St Fl 3,"Manhattan, NY 10001",New York County,New York,Manhattan
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,1400000,3,2,133 Beach 116th St # F,"Queens, NY 11694",New York,Queens County,Queens
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,670000,1,1,400 E 59th St Apt 16B,"New York, NY 10022",New York County,New York,Manhattan
Brokered by Realty Trends Corp,House for sale,1499000,5,4,64-16 Beach Front Rd,"Arverne, NY 11692",New York,Queens County,Queens
Brokered by Katz Realty,House for sale,1200000,4,2,16 Monroe Pl,"Staten Island, NY 10314",New York,Richmond County,Staten Island
Brokered by Coldwell Banker Reliable Real Estate,Multi-family home for sale,3299000,5,3,180 Clermont Ave,"Brooklyn, NY 11205",New York,Kings County,Brooklyn
Brokered by R New York,Multi-family home for sale,2500000,7,4,439 E 116th St,"New York, NY 10029",New York,New York County,New York
Brokered by RE MAX Edge,House for sale,799000,3,2,935 E 32nd St,"Brooklyn, NY 11210",New York,Kings County,Brooklyn
Brokered by Chase Real Properties Llc,House for sale,715000,4,2,405 Turneur Ave,"Bronx, NY 10473",New York,Bronx County,The Bronx
Brokered by Corcoran Westside Columbus,Condo for sale,925000,2,2,77 E 110th St Apt 6A,"New York, NY 10029",New York County,New York,Manhattan
Brokered by Exp Realty,Multi-family home for sale,750000,5,3,4251 Carpenter Ave,"Bronx, NY 10466",New York,Bronx County,The Bronx
Brokered by Anita Loewy,Condo for sale,2795000,2,2,20 W 64th St Unit 18K,"New York, NY 10023",New York,Manhattan,West 64th Street
Brokered by COMPASS REALTY CENTRAL INC,Multi-family home for sale,1560000,5,2,1919 67th St,"Brooklyn, NY 11204",New York,Kings County,Brooklyn
Brokered by COMPASS,Co-op for sale,4650000,3,3,340 E 72nd St Unit Ph,"Manhattan, NY 10021",New York,New York County,New York
Brokered by CENTURY 21 Metro-Star,Multi-family home for sale,1100000,8,3,2138 Gleason Ave,"Bronx, NY 10462",New York,Bronx County,The Bronx
Brokered by Douglas Elliman - Bayside,Pending,780000,3,2,250-38 39th Rd,"Little Neck, NY 11363",New York,Queens County,Queens
Brokered by Douglas Elliman - 690 Washington,Co-op for sale,1199000,2,2,52 E 78th St Unit 3C,"New York, NY 10075",New York County,New York,Manhattan
Brokered by Serhant,Condo for sale,2850000,3,2,60 Broadway Apt 8J,"Brooklyn, NY 11249",Kings County,Brooklyn,Southside
Brokered by Corcoran West Side,Co-op for sale,530000,1,1,16 Park Ave # 8C,"New York, NY 10016",New York County,New York,Manhattan
Brokered by Douglas Elliman - 575 Madison Ave,Pending,595000,1,1,210 Sixth Ave Unit 1G,"New York, NY 10014",New York County,New York,Manhattan
Brokered by COMPASS,Co-op for sale,475000,2,1,33-55 14th St Unit 4A,"Astoria, NY 11106",Queens County,Queens,Long Island City
Brokered by EXIT ALL SEASONS REALTY,Multi-family home for sale,2700000,16,8,59 Newell St,"Brooklyn, NY 11222",New York,Kings County,Brooklyn
Brokered by Exp Realty,Multi-family home for sale,900000,8,5,99 W 163rd St,"Bronx, NY 10452",New York,Bronx County,The Bronx
Brokered by Hometown Properties,House for sale,1049000,3,1,467 82nd St,"Brooklyn, NY 11209",New York,Kings County,Brooklyn
Brokered by Aida Home Realty,Multi-family home for sale,995000,7,5,153-41 Sapphire St,"Howard Beach, NY 11414",New York,Queens County,Queens
Brokered by Hometown Properties,Co-op for sale,245000,1,1,7200 Ridge Blvd Unit 409,"Brooklyn, NY 11209",Kings County,Brooklyn,Bay Ridge
"Brokered by MAXIMILLION REALTY, INC.",Condo for sale,695000,2,2,601 Surf Ave Apt 8C,"Brooklyn, NY 11224",Kings County,Brooklyn,Coney Island
Brokered by VYLLA Homes,Contingent,436000,2,1,43 Purdy Pl,"Staten Island, NY 10309",New York,Richmond County,Staten Island
Brokered by Winzone Realty Inc,Condo for sale,555000,2,1,7613 Ditmars Blvd Unit A2,"East Elmhurst, NY 11370",New York,Queens County,Queens
Brokered by Carollo Real Estate Inc,Multi-family home for sale,1250000,11,6,10-41 115th St,"College Point, NY 11356",New York,Queens County,Queens
Brokered by COMPASS,Co-op for sale,4950000,2,2,1 W 67th St Unit 616,"Manhattan, NY 10023",New York County,New York,Manhattan
Brokered by Momentum Real Estate Llc,Multi-family home for sale,928000,3,4,223 43rd St,"Brooklyn, NY 11232",New York,Kings County,Brooklyn
Brokered by Realty Connect USA LLC,House for sale,725000,3,2,117-75 141st St,"Jamaica, NY 11436",New York,Queens County,Queens
Brokered by EXP Realty,Pending,938000,2,2,66-43 Alderton St,"Rego Park, NY 11374",New York,Queens County,Queens
Brokered by RE MAX Edge,Co-op for sale,199000,1,1,2607 Avenue O Apt 4A,"Brooklyn, NY 11210",Kings County,Brooklyn,Midwood
Brokered by Lavilla Homes Inc,Multi-family home for sale,854000,6,2,2671 Bainbridge Ave,"Bronx, NY 10458",New York,Bronx County,The Bronx
Brokered by Excell Choice Realty,House for sale,1439000,4,2,229 Monroe St,"Bedford Stuyvesant, NY 11216",New York,Kings County,Brooklyn
Brokered by eXp Realty NYC,Contingent,389000,1,1,152 E 83rd St Apt 5D,"New York, NY 10028",New York County,New York,Manhattan
Brokered by Douglas Elliman - 237 Smith St,Co-op for sale,475000,2,1,2260 Benson Ave Apt 1L,"Brooklyn, NY 11214",New York,Kings County,Brooklyn
Brokered by COMPASS,Condo for sale,815000,2,2,2652 E 18th St Unit 2A,"Brooklyn, NY 11235",Kings County,Brooklyn,Sheepshead Bay
Brokered by Bhuiyan Properties LLC,Condo for sale,474000,2,1,848 43rd St Apt 22,"Brooklyn, NY 11232",Kings County,Brooklyn,Sunset Park
Brokered by COMPASS,Condo for sale,2350000,2,2,300 W 18th St Unit 2,"Manhattan, NY 10011",New York County,New York,Manhattan
Brokered by Corcoran Westside Columbus,Co-op for sale,1325000,2,2,260 W End Ave Apt 7A,"New York, NY 10023",New York County,New York,Manhattan
Brokered by Coldwell Banker Reliable,House for sale,6600000,8,5,160 E 105th St,"New York, NY 10029",New York,New York County,New York
Brokered by MNS,Co-op for sale,590000,2,1,800 E 17th St Apt 4A,"Brooklyn, NY 11230",Kings County,Brooklyn,Flatbush
Brokered by COMPASS,Condo for sale,610000,1,1,21 S End Ave Apt 435,"Manhattan, NY 10280",New York County,New York,Manhattan
Brokered by Douglas Elliman - Bayside,Pending,1238000,3,2,44-11 192nd St,"Flushing, NY 11358",New York,Queens County,Queens
Brokered by Keller Williams Rlty Landmark,Multi-family home for sale,789000,4,2,941 E 46th St,"Brooklyn, NY 11203",New York,Kings County,Brooklyn
Brokered by RE/MAX Elite,Contingent,699888,3,2,94 Lorraine Ave,"Staten Island, NY 10312",New York,Richmond County,Staten Island
"Brokered by Nest Seekers International, Midtown",Condo for sale,1299000,1,2,117 E 57th St Units 34 & 35C,"New York, NY 10022",New York County,New York,Manhattan
Brokered by Ozana Realty Group,House for sale,632000,4,2,40 Princeton Ln,"Staten Island, NY 10312",New York,Richmond County,Staten Island
Brokered by Olam Realty Group,Co-op for sale,499000,2,1,67-66 108th St Unit B47,"Forest Hills, NY 11375",New York,Queens County,Queens
NoBroker,Pending,895000,2,1,365 W 20th St Apt 9C,"Manhattan, NY 10011",New York County,New York,Manhattan
Brokered by Brown Harris Stevens - 129 Montague Street,Condo for sale,800000,2,1,1240 Bedford Ave Apt 1F,"Brooklyn, NY 11216",Kings County,Brooklyn,Bedford-Stuyvesant
Brokered by COMPASS,Condo for sale,725000,1,1,190 Lefferts Pl Apt 5,"Brooklyn, NY 11238",Kings County,Brooklyn,Bedford-Stuyvesant
Brokered by COMPASS,Co-op for sale,349500,1,1,111-39 76th Rd Unit F7,"Queens, NY 11375",Queens County,Queens,Forest Hills
Brokered by Corcoran Westside Columbus,Co-op for sale,625000,2,1,2790 Broadway Apt 5A,"New York, NY 10025",New York County,New York,Manhattan
Brokered by Richmont Realty,Multi-family home for sale,1090000,5,3,22-08 Greene Ave,"Ridgewood, NY 11385",New York,Queens County,Queens
Brokered by Winzone Realty Inc,Multi-family home for sale,1348000,6,3,112-18 38 Ave,"Corona, NY 11368",New York,Queens County,Queens
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,2975000,3,2,829 Park Ave Apt 11B,"New York, NY 10021",New York County,New York,Manhattan
Brokered by Winzone Realty Inc,Co-op for sale,280000,1,1,42-42 Colden St Unit 622,"Flushing, NY 11355",Queens County,Queens,Flushing
Brokered by Douglas Elliman - Franklin Square,Co-op for sale,259000,1,1,89-20 55 Ave Unit 1L,"Elmhurst, NY 11373",Queens County,Queens,Elmhurst
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,550000,3,1,205 E 68th St Apt 3D,"New York, NY 10065",New York County,New York,Manhattan
Brokered by Douglas Elliman  -111 Fifth Ave,Condo for sale,12495000,4,3,7 Bond St,"New York, NY 10012",New York,New York County,New York
Brokered by Corcoran Park Slope,Multi-family home for sale,4800000,5,6,206 Vanderbilt Ave,"Brooklyn, NY 11205",New York,Kings County,Brooklyn
Brokered by Platinum Star Realty of Grt NY,Co-op for sale,398000,3,1,141-10 25th Rd Unit 4B,"Flushing, NY 11354",Queens County,Queens,Flushing
Brokered by Joyce Realty,Co-op for sale,329000,2,1,33 Alden Park Unit 33,"Bronx, NY 10465",United States,New York,Bronx County
Brokered by Brown Harris Stevens - 129 Montague Street,Co-op for sale,385000,1,1,8701 Shore Rd Apt 432,"Brooklyn, NY 11209",Kings County,Brooklyn,Fort Hamilton
Brokered by RE/MAX 2000,Multi-family home for sale,1325000,9,3,37 Sheridan Ave,"Brooklyn, NY 11208",New York,Kings County,Brooklyn
Brokered by Ditommaso Real Estate,House for sale,968000,3,2,107 McVeigh Ave,"Staten Island, NY 10314",New York,Richmond County,Staten Island
Brokered by E Realty International Corp,Co-op for sale,350000,1,1,61-15 97 St Unit 12D,"Rego Park, NY 11374",Queens County,Queens,Rego Park
Brokered by COMPASS,Pending,2750000,3,4,171 W 57th St Apt 11B,"Manhattan, NY 10019",New York County,New York,Manhattan
Brokered by Winzone Realty Inc,Condo for sale,498000,1,1,64-48 Booth St Unit 1E,"Rego Park, NY 11374",Queens County,Queens,Rego Park
Brokered by COMPASS,Townhouse for sale,1675000,5,2,841 Willoughby Ave,"Brooklyn, NY 11221",New York,Kings County,Brooklyn
Brokered by CARINI GROUP - CARINI GROUP,Co-op for sale,525000,3,1,111 Fourth Ave Unit 12A,"New York, NY 10003",New York County,New York,Manhattan
Brokered by RE MAX Edge,Co-op for sale,280000,1,1,2940 Ocean Ave Apt A7,"Brooklyn, NY 11235",Kings County,Brooklyn,Sheepshead Bay
Brokered by Akcess24homes Inc,House for sale,849000,4,2,120-09 Linden Blvd,"South Ozone Park, NY 11420",New York,Queens County,Queens
"Brokered by Michael A. Kaufman, Licensed Real Estate Broker",Condo for sale,1250000,1,1,389 E 89th St Apt 15A,"New York, NY 10128",New York County,New York,Manhattan
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Condo for sale,359999,3,2,753B Saint Anns Ave Unit 52B,"Bronx, NY 10456",Bronx County,The Bronx,Woodstock
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,229000,1,1,21-16 35th St Unit 1B,"Astoria, NY 11105",Queens County,Queens,Astoria
Brokered by COMPASS,Co-op for sale,3995000,3,2,22 E 18th St Apt 4E,"Manhattan, NY 10003",New York County,New York,Manhattan
Brokered by Get Listed Get Sold NYC,Multi-family home for sale,1499000,6,4,91 Alter Ave,"Staten Island, NY 10304",New York,Richmond County,Staten Island
Brokered by R New York,Condo for sale,2649000,3,3,330 E 38th St Apt 41N,"New York, NY 10016",New York County,New York,Manhattan
Brokered by Community Home Sales Inc,Condo for sale,385000,2,1,12205 Flatlands Ave Apt 3H,"Brooklyn, NY 11207",Kings County,Brooklyn,East New York
Brokered by COMPASS,Co-op for sale,695000,1,1,205 W 54th St Apt 5D,"Manhattan, NY 10019",New York County,New York,Manhattan
"Brokered by Erealty Advisors, Inc",Multi-family home for sale,1799000,7,2,1746 Anthony Ave,"Bronx, NY 10457",New York,Bronx County,The Bronx
Brokered by Ldm Real Estate Llc,Pending,1688000,4,3,1307 157th St,"Whitestone, NY 11357",New York,Queens County,Queens
Brokered by Gibbs Yvonne,Co-op for sale,179000,1,1,2913 Foster Ave Apt 2F,"Brooklyn, NY 11210",Kings County,Brooklyn,Little Haiti
Brokered by COMPASS,Condo for sale,2100000,3,3,235 E 55th St Unit 43AB,"Manhattan, NY 10022",New York County,New York,Manhattan
Brokered by Dreamlife Realty New York Llc,Co-op for sale,323000,1,1,2400 E 3rd St Apt 228,"Brooklyn, NY 11223",Kings County,Brooklyn,Gravesend
Brokered by Douglas Elliman - Long Island City,Condo for sale,880000,1,1,44-15 Purves St Unit 14B,"Queens, NY 11101",New York,Queens County,Queens
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,1500000,2,2,50 W 127th St # B,"New York, NY 10027",New York,New York County,New York
Brokered by Corcoran West Side,Co-op for sale,425000,3,1,150 E 61st St Apt 5K,"New York, NY 10065",New York County,New York,Manhattan
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,2175000,4,4,132 E 35th St # 16GH,"New York, NY 10016",New York County,New York,Manhattan
"Brokered by Silversons Realty, LLC",Co-op for sale,1296000,2,2,515 E 79th St Apt 6A,"New York, NY 10075",New York County,New York,Manhattan
